Id,Suburb,Type,Price,Result,Seller,Date,Bedroom,Bathroom,Car,Size,Year Built,Council Area,Latitude,Longtitude,Region Name
6043,Oakleigh South,House,1000000,Sold,Ray,2016-11-12,3,2,2,575,1960,Kingston City Council,-37.9215,145.0925,South-Eastern Metropolitan
6044,Oakleigh South,House,850500,Sold,Buxton,2016-11-27,3,1,2,531,1962,Kingston City Council,-37.9303,145.082,South-Eastern Metropolitan
6045,Oakleigh South,House,1068000,Sold,Ray,2016-11-27,3,2,2,609,1970,Kingston City Council,-37.9213,145.0854,South-Eastern Metropolitan
6046,Oakleigh South,House,900000,Sold,Ray,2017-02-11,5,2,2,558,1987,Kingston City Council,-37.9366,145.0954,South-Eastern Metropolitan
6047,Oakleigh South,House,1067000,Sold,Woodards,2017-02-25,3,1,2,648,1940,Kingston City Council,-37.9196,145.0876,South-Eastern Metropolitan
6048,Oakleigh South,House,1310000,Sold,Buxton,2017-02-25,4,2,4,993,1960,Kingston City Council,-37.9239,145.0943,South-Eastern Metropolitan
6049,Oakleigh South,House,875000,Sold,Buxton,2017-03-04,3,2,1,258,1999,Kingston City Council,-37.9156,145.0879,South-Eastern Metropolitan
6050,Oakleigh South,House,921000,Sold,hockingstuart,2017-03-18,3,1,2,535,1970,Kingston City Council,-37.9377,145.0856,South-Eastern Metropolitan
6051,Oakleigh South,House,1900000,Sold,Harcourts,2017-03-18,6,2,6,1200,1970,Kingston City Council,-37.9099,145.0875,South-Eastern Metropolitan
6052,Oakleigh South,House,770000,Sold,C21,2017-04-08,3,1,1,590,1960,Kingston City Council,-37.918,145.085,South-Eastern Metropolitan
6053,Oakleigh South,House,985100,Sold,Gary,2017-04-08,3,1,2,621,1950,Kingston City Council,-37.9115,145.0889,South-Eastern Metropolitan
6054,Oakleigh South,House,1042500,Sold,Woodards,2017-04-22,3,1,4,658,1950,Kingston City Council,-37.9176,145.0839,South-Eastern Metropolitan
6055,Oakleigh South,House,1410000,Sold,Buxton,2017-05-13,4,2,4,590,1950,Kingston City Council,-37.9316,145.0821,South-Eastern Metropolitan
6056,Oakleigh South,House,1120000,Sold,Buxton,2017-06-03,4,2,2,564,1975,Kingston City Council,-37.93543,145.08408,South-Eastern Metropolitan
6057,Oakleigh South,House,1218500,Sold,hockingstuart,2017-06-17,3,1,2,673,1950,Kingston City Council,-37.91693,145.08739,South-Eastern Metropolitan
6058,Oakleigh South,House,1390000,Sold,Buxton,2017-07-22,4,2,2,558,2010,Kingston City Council,-37.91917,145.08807,South-Eastern Metropolitan
6059,Oakleigh South,House,1110000,Sold,Buxton,2017-09-09,3,1,2,704,1970,Kingston City Council,-37.93409,145.08383,South-Eastern Metropolitan
6060,Oakleigh South,House,1450000,Sold,Buxton,2017-09-23,4,2,2,771,1970,Kingston City Council,-37.9212,145.09125,South-Eastern Metropolitan
6061,Oakleigh South,House,1000000,Passed In,Woodards,2017-10-07,4,2,2,702,1970,Kingston City Council,-37.91383,145.10332,South-Eastern Metropolitan
6062,Oakleigh South,House,813500,Sold,Buxton,2017-10-07,4,2,2,536,1980,Kingston City Council,-37.93006,145.08143,South-Eastern Metropolitan
6063,Oakleigh South,House,986000,Sold,Ray,2017-10-28,4,2,1,541,1995,Kingston City Council,-37.94082,145.09671,South-Eastern Metropolitan
6064,Oakleigh South,House,1000000,Sold,Buxton,2017-10-28,3,2,2,684,1970,Kingston City Council,-37.93773,145.08867,South-Eastern Metropolitan
6065,Oakleigh South,House,1175000,Sold,Buxton,2017-11-11,4,2,2,584,1975,Kingston City Council,-37.9279,145.0849,South-Eastern Metropolitan
6066,Oakleigh South,House,1050000,Passed In,Ray,2017-11-25,3,2,2,313,2012,Kingston City Council,-37.9285,145.0842,South-Eastern Metropolitan
6067,Officer,House,559000,Sold Prior,Ray,2017-07-15,4,2,2,480,2015,Cardinia Shire Council,-38.07054,145.42554,Eastern Victoria
6068,Officer,House,563000,Sold,Ray,2017-12-09,4,2,2,430,2013,Cardinia Shire Council,-38.07273,145.43373,Eastern Victoria
6069,Ormond,House,1500000,Passed In,Ray,2016-04-16,4,2,2,862,1970,Glen Eira City Council,-37.8993,145.0447,Southern Metropolitan
6070,Ormond,Unit,940000,Passed In,Buxton,2016-04-23,3,2,1,382,1998,Glen Eira City Council,-37.9061,145.0478,Southern Metropolitan
6071,Ormond,Unit,820000,Passed In,Buxton,2016-05-22,3,2,1,238,1998,Glen Eira City Council,-37.9062,145.027,Southern Metropolitan
6072,Ormond,Unit,617500,Sold,Biggin,2016-05-28,2,1,1,94,1970,Glen Eira City Council,-37.9011,145.0474,Southern Metropolitan
6073,Ormond,House,1920000,Sold,Buxton,2016-06-04,3,1,1,805,1925,Glen Eira City Council,-37.9066,145.0354,Southern Metropolitan
6074,Ormond,Townhouse,1197000,Sold,Gary,2016-06-27,4,2,2,144,2006,Glen Eira City Council,-37.9021,145.0357,Southern Metropolitan
6075,Ormond,House,1390000,Sold After Auction,Ray,2016-07-16,4,2,2,666,1937,Glen Eira City Council,-37.9032,145.049,Southern Metropolitan
6076,Ormond,House,940000,Passed In,Buxton,2016-07-16,3,1,1,397,1940,Glen Eira City Council,-37.9064,145.0291,Southern Metropolitan
6077,Ormond,House,1256000,Sold,hockingstuart,2016-08-06,3,2,2,378,1924,Glen Eira City Council,-37.9064,145.0287,Southern Metropolitan
6078,Ormond,House,1918000,Sold,Buxton,2016-08-06,4,2,1,678,1920,Glen Eira City Council,-37.9065,145.0461,Southern Metropolitan
6079,Ormond,Unit,900000,Sold,hockingstuart,2016-08-06,3,1,1,265,1990,Glen Eira City Council,-37.906,145.04,Southern Metropolitan
6080,Ormond,House,1770000,Sold,hockingstuart,2016-09-10,3,2,2,667,1950,Glen Eira City Council,-37.9088,145.0471,Southern Metropolitan
6081,Ormond,Townhouse,1250000,Sold,hockingstuart,2016-09-10,3,2,2,326,2000,Glen Eira City Council,-37.903,145.0285,Southern Metropolitan
6082,Ormond,House,1360000,Passed In,hockingstuart,2016-10-08,3,1,1,690,1930,Glen Eira City Council,-37.9056,145.0288,Southern Metropolitan
6083,Ormond,House,1845000,Sold,Buxton,2016-10-15,4,3,1,718,1939,Glen Eira City Council,-37.9061,145.0509,Southern Metropolitan
6084,Ormond,House,1535000,Sold,Marshall,2016-10-15,3,1,2,578,1935,Glen Eira City Council,-37.9047,145.0274,Southern Metropolitan
6085,Ormond,House,2005000,Sold,hockingstuart,2016-10-15,4,2,2,691,1935,Glen Eira City Council,-37.905,145.029,Southern Metropolitan
6086,Ormond,Unit,932000,Sold,Woodards,2016-10-15,3,2,1,180,1997,Glen Eira City Council,-37.9069,145.041,Southern Metropolitan
6087,Ormond,House,1875000,Sold,hockingstuart,2016-11-07,4,2,2,702,1929,Glen Eira City Council,-37.9063,145.0493,Southern Metropolitan
6088,Ormond,House,810000,Sold,hockingstuart,2016-11-12,2,1,1,210,1996,Glen Eira City Council,-37.9001,145.0428,Southern Metropolitan
6089,Ormond,House,1322000,Sold,hockingstuart,2016-11-12,3,1,1,551,1940,Glen Eira City Council,-37.9036,145.0521,Southern Metropolitan
6090,Ormond,House,1177000,Sold,Thomson,2016-11-27,2,1,2,452,1930,Glen Eira City Council,-37.9024,145.0539,Southern Metropolitan
6091,Ormond,House,1401000,Sold Prior,Noel,2016-12-03,3,2,2,650,1950,Glen Eira City Council,-37.8986,145.0359,Southern Metropolitan
6092,Ormond,House,2250000,Passed In,Marshall,2016-12-03,4,1,2,903,1985,Glen Eira City Council,-37.9062,145.0263,Southern Metropolitan
6093,Ormond,House,1715000,Sold,Buxton,2016-12-03,4,2,2,705,1922,Glen Eira City Council,-37.9035,145.028,Southern Metropolitan
6094,Ormond,House,1850000,Passed In,hockingstuart,2017-03-18,4,2,2,668,1980,Glen Eira City Council,-37.9033,145.0296,Southern Metropolitan
6095,Ormond,House,2250000,Sold,Buxton,2017-04-08,5,2,2,699,1925,Glen Eira City Council,-37.908,145.0502,Southern Metropolitan
6096,Ormond,House,1300000,Sold,Buxton,2017-05-06,3,2,2,670,1927,Glen Eira City Council,-37.9067,145.053,Southern Metropolitan
6097,Ormond,Unit,960000,Sold,hockingstuart,2017-05-13,3,2,2,199,1995,Glen Eira City Council,-37.9034,145.0409,Southern Metropolitan
6098,Ormond,Townhouse,1425000,Sold,Buxton,2017-05-20,4,2,2,314,2000,Glen Eira City Council,-37.9084,145.0532,Southern Metropolitan
6099,Ormond,House,1565000,Passed In,Woodards,2017-05-27,4,3,2,719,1920,Glen Eira City Council,-37.90087,145.03959,Southern Metropolitan
6100,Ormond,Unit,280000,Sold Prior,Thomson,2017-06-03,1,1,1,821,1975,Glen Eira City Council,-37.90296,145.04637,Southern Metropolitan
6101,Ormond,House,695000,Sold,Buxton,2017-06-17,2,1,1,126,1970,Glen Eira City Council,-37.90552,145.03087,Southern Metropolitan
6102,Ormond,Unit,454000,Sold,Ray,2017-07-01,1,1,1,1006,2010,Glen Eira City Council,-37.90164,145.04139,Southern Metropolitan
6103,Ormond,House,1900000,Sold,Buxton,2017-07-08,4,2,2,700,1920,Glen Eira City Council,-37.9075,145.05329,Southern Metropolitan
6104,Ormond,Unit,370000,Sold,Woodards,2017-08-12,1,1,1,2029,2009,Glen Eira City Council,-37.90143,145.04184,Southern Metropolitan
6105,Ormond,House,1870000,Passed In,Jellis,2017-08-26,4,2,2,663,1995,Glen Eira City Council,-37.90617,145.02875,Southern Metropolitan
6106,Ormond,House,1700000,Passed In,Marshall,2017-08-26,4,2,1,555,1950,Glen Eira City Council,-37.90367,145.05253,Southern Metropolitan
6107,Ormond,House,2110000,Passed In,Marshall,2017-09-03,5,3,4,664,1980,Glen Eira City Council,-37.90422,145.02827,Southern Metropolitan
6108,Ormond,House,1103000,Sold Prior,Buxton,2017-09-09,3,1,2,401,1960,Glen Eira City Council,-37.90491,145.04568,Southern Metropolitan
6109,Ormond,House,1450000,Passed In,Woodards,2017-09-23,4,2,2,590,1940,Glen Eira City Council,-37.90433,145.05163,Southern Metropolitan
6110,Ormond,House,1920000,Sold,Jellis,2017-10-14,4,2,2,659,1920,Glen Eira City Council,-37.90402,145.03029,Southern Metropolitan
6111,Ormond,House,1700000,Sold Prior,Woodards,2017-10-21,4,2,3,522,1970,Glen Eira City Council,-37.9078,145.04119,Southern Metropolitan
6112,Ormond,House,1650000,Passed In,Buxton,2017-12-09,3,2,2,581,1980,Glen Eira City Council,-37.90499,145.04206,Southern Metropolitan
6113,Ormond,House,1370000,Passed In,Gary,2017-12-09,3,2,2,290,2016,Glen Eira City Council,-37.90512,145.04274,Southern Metropolitan
6114,Ormond,House,1900000,Sold,Hodges,2018-03-03,4,2,2,705,1940,Glen Eira City Council,-37.90416,145.02792,Southern Metropolitan
6115,Pakenham,House,435000,Sold,C21,2017-07-15,4,2,2,553,2005,Cardinia Shire Council,-38.08699,145.48273,Eastern Victoria
6116,Pakenham,House,643500,Sold,C21,2017-07-22,4,2,2,600,2010,Cardinia Shire Council,-38.07583,145.43698,Eastern Victoria
6117,Pakenham,House,490000,Sold,FN,2017-10-28,5,2,2,756,2006,Cardinia Shire Council,-38.08086,145.47282,Eastern Victoria
6118,Pakenham,House,571000,Sold,O'Brien,2017-12-09,4,2,1,799,1970,Cardinia Shire Council,-38.07652,145.4779,Eastern Victoria
6119,Pakenham,House,510000,Sold,O'Brien,2018-03-10,3,1,0,945,1979,Cardinia Shire Council,-38.07646,145.46778,Eastern Victoria
6120,Parkdale,House,1270000,Sold,Barry Plant,2017-05-27,2,1,4,772,1940,Kingston City Council,-37.99482,145.08459,South-Eastern Metropolitan
6121,Parkdale,House,1485000,Sold,Buxton,2017-05-27,5,2,2,693,1940,Kingston City Council,-37.98928,145.07798,South-Eastern Metropolitan
6122,Parkdale,House,1137500,Sold Prior,Barry Plant,2017-05-27,4,2,4,641,1980,Kingston City Council,-37.98464,145.08185,South-Eastern Metropolitan
6123,Parkdale,House,1315000,Sold Prior,Buxton,2017-06-03,3,2,2,627,1950,Kingston City Council,-37.99544,145.08727,South-Eastern Metropolitan
6124,Parkdale,House,940000,Sold,Buxton,2017-06-17,3,2,2,454,1950,Kingston City Council,-37.99443,145.0885,South-Eastern Metropolitan
6125,Parkdale,House,1300000,Sold Prior,Buxton,2017-06-17,4,2,2,597,1970,Kingston City Council,-37.99232,145.08469,South-Eastern Metropolitan
6126,Parkdale,House,1300000,Sold Prior,Buxton,2017-06-24,4,2,2,597,1970,Kingston City Council,-37.99232,145.08469,South-Eastern Metropolitan
6127,Parkdale,House,1400000,Passed In,Buxton,2017-06-24,3,2,2,259,2007,Kingston City Council,-37.9905,145.06999,South-Eastern Metropolitan
6128,Parkdale,House,820000,Sold,Thomson,2017-07-01,3,2,2,445,1997,Kingston City Council,-37.99652,145.08523,South-Eastern Metropolitan
6129,Parkdale,House,2185000,Sold,Ray,2017-07-08,4,2,3,220,2010,Kingston City Council,-38.00205,145.07853,South-Eastern Metropolitan
6130,Parkdale,Townhouse,503750,Sold Prior,Barry Plant,2017-07-15,1,1,1,80,2007,Kingston City Council,-37.99825,145.08696,South-Eastern Metropolitan
6131,Parkdale,House,2475000,Passed In,Buxton,2017-08-26,4,3,3,665,2016,Kingston City Council,-37.99508,145.07544,South-Eastern Metropolitan
6132,Parkdale,House,1320000,Sold,Hodges,2017-09-03,4,2,5,600,1950,Kingston City Council,-37.99806,145.08829,South-Eastern Metropolitan
6133,Parkdale,House,1365000,Sold,Buxton,2017-10-07,3,2,2,301,1950,Kingston City Council,-37.98639,145.07367,South-Eastern Metropolitan
6134,Parkdale,House,1055000,Sold,Greg,2017-10-21,3,1,1,697,1980,Kingston City Council,-37.98819,145.07385,South-Eastern Metropolitan
6135,Parkdale,House,1875000,Sold,Buxton,2017-10-28,4,2,1,598,2016,Kingston City Council,-37.99017,145.07854,South-Eastern Metropolitan
6136,Parkdale,House,1400000,Sold,Hodges,2017-10-28,3,1,2,588,1960,Kingston City Council,-37.99201,145.08461,South-Eastern Metropolitan
6137,Parkdale,House,1140000,Sold,Buxton,2017-12-09,3,2,2,652,1960,Kingston City Council,-37.99696,145.08904,South-Eastern Metropolitan
6138,Parkdale,House,1240000,Sold,Buxton,2018-02-17,3,1,1,653,1950,Kingston City Council,-37.99628,145.09102,South-Eastern Metropolitan
6139,Parkdale,House,1370000,Sold,Hodges,2018-03-03,3,2,2,660,1950,Kingston City Council,-37.99705,145.08763,South-Eastern Metropolitan
6140,Parkdale,House,1100000,Passed In,Buxton,2018-03-17,4,2,2,650,1970,Kingston City Council,-37.9941,145.08355,South-Eastern Metropolitan
6141,Parkville,House,2236000,Sold,Collins,2016-06-27,4,2,1,154,1890,Melbourne City Council,-37.7934,144.9562,Northern Metropolitan
6142,Parkville,House,1851000,Sold,Marshall,2016-08-22,2,1,1,172,1900,Melbourne City Council,-37.7948,144.9571,Northern Metropolitan
6143,Parkville,Unit,734600,Sold Prior,Woodards,2016-08-22,2,2,1,2427,1990,Melbourne City Council,-37.7896,144.9584,Northern Metropolitan
6144,Parkville,House,1230000,Sold,Nelson,2016-09-03,4,2,2,357,2009,Melbourne City Council,-37.7767,144.9403,Northern Metropolitan
6145,Parkville,House,1928000,Sold,Jellis,2016-09-24,4,1,0,194,1890,Melbourne City Council,-37.7944,144.9542,Northern Metropolitan
6146,Parkville,House,1805000,Sold,Collins,2016-10-08,2,1,1,187,1890,Melbourne City Council,-37.7939,144.9572,Northern Metropolitan
6147,Parkville,House,2200000,Sold,Collins,2016-10-15,2,2,1,190,1875,Melbourne City Council,-37.7928,144.9575,Northern Metropolitan
6148,Parkville,House,1265000,Sold,Nelson,2016-11-19,2,1,0,70,1890,Melbourne City Council,-37.7931,144.9565,Northern Metropolitan
6149,Parkville,Unit,1403000,Sold,Nelson,2016-11-27,3,2,2,2401,1980,Melbourne City Council,-37.7818,144.9576,Northern Metropolitan
6150,Parkville,Unit,526000,Sold Prior,Nelson,2017-02-25,1,1,1,2488,1995,Melbourne City Council,-37.7829,144.9574,Northern Metropolitan
6151,Parkville,House,2790000,Sold,Collins,2017-05-20,3,2,1,180,1890,Melbourne City Council,-37.7961,144.9538,Northern Metropolitan
6152,Parkville,Unit,1770000,Sold,Woodards,2017-06-03,3,2,1,2431,1999,Melbourne City Council,-37.78212,144.95755,Northern Metropolitan
6153,Parkville,House,2675000,Passed In,Collins,2017-11-04,3,2,1,183,1890,Melbourne City Council,-37.7965,144.9543,Northern Metropolitan
6154,Pascoe Vale,House,970000,Sold,Nelson,2016-04-16,3,2,1,535,1920,Moreland City Council,-37.7282,144.9462,Northern Metropolitan
6155,Pascoe Vale,Townhouse,410000,Passed In,Brad,2016-04-23,2,1,1,105,2014,Moreland City Council,-37.7233,144.9507,Northern Metropolitan
6156,Pascoe Vale,House,738000,Sold Prior,Brad,2016-05-07,3,1,1,821,1974,Moreland City Council,-37.7153,144.9418,Northern Metropolitan
6157,Pascoe Vale,Unit,452000,Sold,hockingstuart,2016-05-07,2,1,1,159,1990,Moreland City Council,-37.7291,144.9446,Northern Metropolitan
6158,Pascoe Vale,House,522500,Sold,Raine,2016-05-07,3,1,1,192,2005,Moreland City Council,-37.7177,144.9321,Northern Metropolitan
6159,Pascoe Vale,House,601500,Sold,hockingstuart,2016-05-07,2,1,1,253,2000,Moreland City Council,-37.7286,144.9249,Northern Metropolitan
6160,Pascoe Vale,Unit,488000,Sold,Nelson,2016-05-14,3,1,2,219,2001,Moreland City Council,-37.7283,144.9331,Northern Metropolitan
6161,Pascoe Vale,House,900000,Sold Prior,Nelson,2016-05-14,3,2,2,608,1940,Moreland City Council,-37.7182,144.9405,Northern Metropolitan
6162,Pascoe Vale,House,680000,Passed In,hockingstuart,2016-05-14,2,1,2,590,1940,Moreland City Council,-37.717,144.9509,Northern Metropolitan
6163,Pascoe Vale,House,810000,Sold,Brad,2016-05-22,2,1,1,783,1950,Moreland City Council,-37.7196,144.9485,Northern Metropolitan
6164,Pascoe Vale,House,723000,Sold,Stockdale,2016-05-22,4,1,2,485,1960,Moreland City Council,-37.7239,144.9395,Northern Metropolitan
6165,Pascoe Vale,Townhouse,550500,Sold,Nelson,2016-05-22,2,1,2,135,2012,Moreland City Council,-37.7242,144.9411,Northern Metropolitan
6166,Pascoe Vale,House,525500,Sold,Considine,2016-05-28,2,1,1,111,2000,Moreland City Council,-37.7261,144.9336,Northern Metropolitan
6167,Pascoe Vale,House,612500,Sold,Brad,2016-05-28,3,1,1,522,1950,Moreland City Council,-37.7187,144.9514,Northern Metropolitan
6168,Pascoe Vale,House,731000,Sold,Brad,2016-06-04,3,1,2,568,1960,Moreland City Council,-37.7178,144.9422,Northern Metropolitan
6169,Pascoe Vale,House,880000,Sold,Nelson,2016-06-27,3,2,2,588,1960,Moreland City Council,-37.7283,144.9356,Northern Metropolitan
6170,Pascoe Vale,House,700000,Sold,Nelson,2016-06-27,3,1,2,449,1950,Moreland City Council,-37.7286,144.9456,Northern Metropolitan
6171,Pascoe Vale,House,650000,Sold Prior,Nelson,2016-07-30,4,1,2,410,1940,Moreland City Council,-37.7346,144.9456,Northern Metropolitan
6172,Pascoe Vale,House,500000,Passed In,hockingstuart,2016-07-30,3,1,2,191,2013,Moreland City Council,-37.7168,144.9329,Northern Metropolitan
6173,Pascoe Vale,House,775000,Sold,Nelson,2016-07-30,2,1,2,527,1950,Moreland City Council,-37.7304,144.9261,Northern Metropolitan
6174,Pascoe Vale,House,599000,Sold Prior,Ray,2016-07-30,3,1,1,534,1950,Moreland City Council,-37.7215,144.951,Northern Metropolitan
6175,Pascoe Vale,Unit,585000,Sold,Jellis,2016-08-06,3,1,1,180,2009,Moreland City Council,-37.718,144.94,Northern Metropolitan
6176,Pascoe Vale,Townhouse,480000,Passed In,Nelson,2016-08-06,2,1,1,113,1988,Moreland City Council,-37.7269,144.9274,Northern Metropolitan
6177,Pascoe Vale,Townhouse,605000,Passed In,Brad,2016-08-06,4,2,1,215,1990,Moreland City Council,-37.7247,144.9257,Northern Metropolitan
6178,Pascoe Vale,Townhouse,500000,Passed In,Brad,2016-08-13,2,1,1,147,2012,Moreland City Council,-37.7209,144.93,Northern Metropolitan
6179,Pascoe Vale,Unit,485000,Sold,Brad,2016-08-13,2,1,1,139,1975,Moreland City Council,-37.7315,144.9301,Northern Metropolitan
6180,Pascoe Vale,Townhouse,610000,Sold,Ray,2016-08-22,2,1,1,169,1995,Moreland City Council,-37.7186,144.9306,Northern Metropolitan
6181,Pascoe Vale,Unit,533000,Sold Prior,Brad,2016-08-22,3,2,2,197,2007,Moreland City Council,-37.7266,144.9496,Northern Metropolitan
6182,Pascoe Vale,Unit,248500,Sold,Brad,2016-08-28,1,1,1,49,1970,Moreland City Council,-37.7152,144.9402,Northern Metropolitan
6183,Pascoe Vale,House,960000,Sold,Brad,2016-08-28,3,2,2,501,1960,Moreland City Council,-37.7258,144.9347,Northern Metropolitan
6184,Pascoe Vale,House,1085000,Sold,Ray,2016-08-28,3,1,2,847,1960,Moreland City Council,-37.7182,144.9384,Northern Metropolitan
6185,Pascoe Vale,House,1120000,Sold,Brad,2016-09-03,2,1,2,50,1950,Moreland City Council,-37.734,144.9416,Northern Metropolitan
6186,Pascoe Vale,House,770000,Sold,Nelson,2016-09-03,3,1,4,560,1960,Moreland City Council,-37.7156,144.9429,Northern Metropolitan
6187,Pascoe Vale,House,775000,Sold,Brad,2016-09-10,3,1,1,406,1960,Moreland City Council,-37.7269,144.9447,Northern Metropolitan
6188,Pascoe Vale,House,940000,Sold,Nelson,2016-09-17,3,1,1,589,1970,Moreland City Council,-37.7282,144.9312,Northern Metropolitan
6189,Pascoe Vale,Townhouse,600000,Sold,Eview,2016-09-17,3,3,1,205,1940,Moreland City Council,-37.7212,144.9326,Northern Metropolitan
6190,Pascoe Vale,House,616000,Sold,Nelson,2016-09-24,3,1,1,190,1970,Moreland City Council,-37.7211,144.9508,Northern Metropolitan
6191,Pascoe Vale,Townhouse,530000,Sold Prior,hockingstuart,2016-10-08,2,1,1,156,2004,Moreland City Council,-37.7311,144.9395,Northern Metropolitan
6192,Pascoe Vale,House,815000,Sold,Brad,2016-10-08,2,1,1,438,1960,Moreland City Council,-37.7338,144.9441,Northern Metropolitan
6193,Pascoe Vale,Townhouse,590000,Passed In,Nelson,2016-10-15,3,2,2,191,2000,Moreland City Council,-37.7223,144.9315,Northern Metropolitan
6194,Pascoe Vale,House,770000,Sold Prior,Barry Plant,2016-10-15,3,1,3,464,1955,Moreland City Council,-37.7184,144.9488,Northern Metropolitan
6195,Pascoe Vale,House,975000,Sold Prior,Brad,2016-10-15,3,1,3,686,1970,Moreland City Council,-37.7231,144.9252,Northern Metropolitan
6196,Pascoe Vale,House,741000,Sold,Raine,2016-11-07,2,1,2,520,2006,Moreland City Council,-37.7204,144.9446,Northern Metropolitan
6197,Pascoe Vale,Unit,495000,Sold,Brad,2016-11-07,2,1,1,207,1975,Moreland City Council,-37.7283,144.9417,Northern Metropolitan
6198,Pascoe Vale,House,835000,Passed In,Nelson,2016-11-12,3,1,2,422,1950,Moreland City Council,-37.7337,144.9458,Northern Metropolitan
6199,Pascoe Vale,Townhouse,790000,Sold,Brad,2016-11-12,3,3,1,291,2009,Moreland City Council,-37.7271,144.9261,Northern Metropolitan
6200,Pascoe Vale,House,810000,Passed In,Nelson,2016-11-12,4,2,1,455,1950,Moreland City Council,-37.7207,144.9511,Northern Metropolitan
6201,Pascoe Vale,House,1350000,Passed In,Nelson,2016-11-19,4,2,2,646,1995,Moreland City Council,-37.7256,144.9383,Northern Metropolitan
6202,Pascoe Vale,Townhouse,600000,Passed In,hockingstuart,2016-11-27,3,2,1,122,1998,Moreland City Council,-37.7231,144.9373,Northern Metropolitan
6203,Pascoe Vale,House,1570000,Sold,Barry Plant,2016-11-27,2,1,1,746,1950,Moreland City Council,-37.7304,144.9496,Northern Metropolitan
6204,Pascoe Vale,House,975000,Sold,Brad,2016-12-03,4,1,1,733,1960,Moreland City Council,-37.7194,144.9307,Northern Metropolitan
6205,Pascoe Vale,House,950000,Passed In,Nelson,2016-12-10,5,2,2,705,1950,Moreland City Council,-37.7328,144.9281,Northern Metropolitan
6206,Pascoe Vale,House,900000,Sold,Brad,2016-12-10,3,1,1,570,1950,Moreland City Council,-37.7273,144.9274,Northern Metropolitan
6207,Pascoe Vale,House,960000,Sold,hockingstuart,2017-02-25,3,1,2,641,1950,Moreland City Council,-37.7253,144.938,Northern Metropolitan
6208,Pascoe Vale,House,985000,Sold Prior,Ray,2017-02-25,4,2,2,511,2007,Moreland City Council,-37.7268,144.9401,Northern Metropolitan
6209,Pascoe Vale,House,670000,Sold,hockingstuart,2017-02-25,3,1,1,596,1949,Moreland City Council,-37.721,144.9514,Northern Metropolitan
6210,Pascoe Vale,House,780000,Sold,Brad,2017-03-04,3,1,1,446,1950,Moreland City Council,-37.7181,144.9422,Northern Metropolitan
6211,Pascoe Vale,Unit,600000,Sold,Nelson,2017-03-04,3,1,1,204,2008,Moreland City Council,-37.7234,144.9497,Northern Metropolitan
6212,Pascoe Vale,House,955000,Sold,Nelson,2017-03-04,4,2,2,686,1950,Moreland City Council,-37.731,144.9486,Northern Metropolitan
6213,Pascoe Vale,House,1196000,Sold,Nelson,2017-03-04,4,2,2,559,1997,Moreland City Council,-37.7236,144.9347,Northern Metropolitan
6214,Pascoe Vale,House,750000,Sold Prior,hockingstuart,2017-03-18,3,2,2,540,1999,Moreland City Council,-37.7174,144.941,Northern Metropolitan
6215,Pascoe Vale,House,822000,Sold Prior,hockingstuart,2017-03-18,4,2,2,250,1983,Moreland City Council,-37.7319,144.9461,Northern Metropolitan
6216,Pascoe Vale,House,999000,Sold,Nelson,2017-04-08,2,1,1,587,1920,Moreland City Council,-37.7306,144.9357,Northern Metropolitan
6217,Pascoe Vale,House,800000,Sold,Nelson,2017-04-08,4,1,1,593,1970,Moreland City Council,-37.7278,144.9463,Northern Metropolitan
6218,Pascoe Vale,House,958000,Sold,Nelson,2017-04-29,5,2,2,706,1950,Moreland City Council,-37.7328,144.9281,Northern Metropolitan
6219,Pascoe Vale,House,755000,Sold,Nelson,2017-05-06,3,2,2,294,1950,Moreland City Council,-37.7215,144.9251,Northern Metropolitan
6220,Pascoe Vale,House,770000,Sold,Nelson,2017-05-13,4,1,2,596,1960,Moreland City Council,-37.7195,144.9456,Northern Metropolitan
6221,Pascoe Vale,House,708000,Sold,hockingstuart,2017-05-13,3,1,2,321,1950,Moreland City Council,-37.7242,144.9424,Northern Metropolitan
6222,Pascoe Vale,Unit,497000,Sold Prior,Nelson,2017-05-13,2,1,1,123,1970,Moreland City Council,-37.7181,144.9322,Northern Metropolitan
6223,Pascoe Vale,Unit,427500,Sold,hockingstuart,2017-05-20,2,1,1,134,1988,Moreland City Council,-37.7216,144.9292,Northern Metropolitan
6224,Pascoe Vale,Townhouse,560000,Sold,Nelson,2017-05-20,3,2,1,141,2009,Moreland City Council,-37.7177,144.9328,Northern Metropolitan
6225,Pascoe Vale,House,876000,Sold,Nelson,2017-05-27,3,1,2,525,1960,Moreland City Council,-37.72803,144.94624,Northern Metropolitan
6226,Pascoe Vale,Unit,736000,Sold,Nelson,2017-05-27,3,1,0,278,1950,Moreland City Council,-37.71798,144.93965,Northern Metropolitan
6227,Pascoe Vale,Townhouse,755000,Sold,Eview,2017-05-27,3,1,2,234,1993,Moreland City Council,-37.7254,144.92048,Northern Metropolitan
6228,Pascoe Vale,House,1199000,Sold,Nelson,2017-06-17,3,2,4,689,1950,Moreland City Council,-37.73072,144.94829,Northern Metropolitan
6229,Pascoe Vale,House,740000,Sold,Brad,2017-06-24,2,1,1,487,1940,Moreland City Council,-37.71949,144.94283,Northern Metropolitan
6230,Pascoe Vale,House,1501000,Sold,Jellis,2017-07-01,5,3,3,681,1960,Moreland City Council,-37.72565,144.94954,Northern Metropolitan
